hexagram_line_id,position,is_constituting_ruler,is_governing_ruler,change_text,change_interpretation,created_at,updated_at,deleted_at,hexagram_id
165,3,f,f,"The ridgepole sags to the breaking point.
Misfortune.","In times of abundance, there is a certain type of person who persists in pushing forward, disregarding advice and lacking support from others. This leads to an increasing burden that eventually causes a collapse or failure. Actively rushing forward during perilous times only accelerates the disaster.",2023-06-16 17:55:31.003706+00,2023-06-16 17:55:31.003716+00,,28
166,4,t,t,"The ridgepole is braced. Good fortune.
If there are ulterior motives, it is humiliating.","A responsible individual can gain mastery by cultivating friendly relationships with those of lower rank. However, using those connections solely for personal gain and power would result in humiliation, rather than contributing to the greater good.",2023-06-16 17:56:07.873419+00,2023-06-16 17:56:07.87343+00,,28
167,5,f,f,"A withered poplar puts forth flowers.
An older woman takes a husband.","In politics, forsaking alliances with those of lower status in favor of maintaining connections with higher-ranking individuals during times of uncertainty leads to instability. This metaphor draws a parallel between a withered poplar that blooms but exhausts its energy, hastening its demise, and an older woman who remarries but experiences no rejuvenation. Despite adhering to customary practices, the outcome remains unproductive.",2023-06-16 17:57:40.807261+00,2023-06-16 17:57:40.807272+00,,28
168,6,f,f,"One must go through the water.
It goes over one's head.
Misfortune. No blame.","In a remarkable turn of events, a brave individual is determined to fulfill their mission, regardless of the circumstances. This pursuit leads them into a perilous situation where the danger becomes overwhelming. Sadly, they meet their untimely demise. However, their self-sacrifice is commendable as it serves the greater cause of upholding goodness and justice. Some values hold greater significance than mere survival.",2023-06-16 17:59:13.697681+00,2023-06-16 17:59:13.697692+00,,28
169,1,f,f,"Repetition of the Abysmal.
In the abyss one falls into a pit.
Misfortune.","When someone becomes accustomed to danger, they may unknowingly embrace it. They become familiar with it, even accepting evil as a part of themselves. Consequently, they lose sight of the right path, leading to inevitable misfortune.",2023-06-16 17:59:54.086981+00,2023-06-16 17:59:54.086998+00,,29
170,2,t,t,"The abyss is dangerous.
One should strive to attain small things only.","In times of danger, it is wise to prioritize self-preservation rather than seeking immediate escape. It is important to assess the situation calmly and be content with small progress, as achieving significant success may not be feasible at the moment. Similar to a spring that starts with a modest flow and takes time to reach its full potential, patience is necessary before achieving visible outcomes.",2023-06-16 18:00:30.774802+00,2023-06-16 18:00:30.774814+00,,29
171,3,f,f,"Forward and backward, abyss on abyss.
In danger like this, pause at first and wait,
Otherwise you will fall into a pit in the abyss.
Do not act this way.","In this situation, each step carries risks, regardless of whether it's forward or backward. Escaping is not possible, so we should avoid taking action that could worsen the danger. Although it's unpleasant to remain in this predicament, we must be patient and wait for an opportunity to present itself.",2023-06-16 18:00:59.884162+00,2023-06-16 18:00:59.884174+00,,29
172,4,f,f,"A jug of wine, a bowl of rice with it;
Earthen vessels
Simply handed in through the Window.
There is certainly no blame in this.","In times of danger, formalities are set aside, and sincerity becomes crucial. While it's customary for officials to offer gifts and recommendations, this situation requires simplicity. The gifts are unimportant, and self-introduction suffices. However, there's no need for humiliation as long as there's a genuine intention of mutual assistance during perilous times. Another idea is proposed: the window symbolizes light entering a room. To enlighten someone during difficult moments, we should start with something inherently clear and proceed straightforwardly from there.",2023-06-16 18:02:01.369195+00,2023-06-16 18:02:01.369208+00,,29
173,5,t,t,"The abyss is not filled to overflowing,
It is filled only to the rim.
No blame.","In times of danger, it is important to be cautious and not overly ambitious. Like water flowing out of a ravine, one should follow the path of least resistance to reach their goal. It is not the time for grand endeavors, but rather to focus on escaping the danger at hand.",2023-06-16 18:02:43.586992+00,2023-06-16 18:02:43.587004+00,,29
174,6,f,f,"Bound with cords and ropes,
Shut in between thorn-hedged prison walls:
For three years one does not find the way.
Misfortune.","A person in dire peril, having lost their path and trapped in wrongdoing, faces a hopeless situation with no chance of redemption. They resemble a prisoner confined by thorny prison walls, restrained and unable to escape.",2023-06-16 18:03:23.270307+00,2023-06-16 18:03:23.270318+00,,29
175,1,f,f,"The footprints run crisscross.
If one is seriously intent, no blame.","At the start of the day, the mind awakens and reconnects with the world. Maintaining inner calm amid the busyness is crucial. By staying focused and composed, one can handle the influx of impressions. Concentration is vital from the beginning, as it sets the foundation for what lies ahead.",2023-06-16 18:04:30.342604+00,2023-06-16 18:04:30.342614+00,,30
176,2,t,t,Yellow light. Supreme good fortune.,"The midday sun shines with a yellow light, symbolizing the highest culture and art. Yellow represents measure and mean, highlighting the harmony achieved by staying balanced.",2023-06-16 18:05:20.287909+00,2023-06-16 18:05:20.287919+00,,30
177,3,f,f,"In the light of the setting sun,
Men either beat the pot and sing
Or loudly bewail the approach of old age.
Misfortune.","Human life is fleeting and uncertain, often leading people to lose their inner freedom. Some respond by indulging in unrestrained enjoyment, while others succumb to melancholy and lament the approach of old age. Both responses are deemed incorrect. The superior individual, however, remains indifferent to the timing of death. They focus on self-improvement, patiently await their destiny, and thereby secure their future.",2023-06-16 18:06:44.189624+00,2023-06-16 18:06:44.189637+00,,30
